Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
When Software Impacts the Economy and Environment,E. S. de Moura; M. R. Herrera; L. Santos; T. Conte,Federal University of Amazonas; Neemu; Neemu; Federal University of Amazonas,IEEE Software,,2016,33,6,23,26,,,,10.1109/MS.2016.135,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7725221,Neemu;Brazil;Brazilian software industry;e-commerce;search software;search algorithms;faceted search;Linx;Choardics;autocompletion;software development;software engineering,Software development;Web search;Electronic commerce;Algorithm design and analysis;Search problems;Navigation;Query processing,electronic commerce;social aspects of automation;Web sites,Brazilian e-commerce site;Amazon rainforest;economic development,,,,,,,,,,IEEE,IEEE Journals & Magazines
Targeted search: reducing the time and cost for searching for objects in multiple-server networks,G. Perera; K. Christensen; A. Roginsky,"Dept. of Comput. Sci. & Eng., Univ. of South Florida, Tampa, FL, USA; Dept. of Comput. Sci. & Eng., Univ. of South Florida, Tampa, FL, USA; NA","PCCC 2005. 24th IEEE International Performance, Computing, and Communications Conference, 2005.",,2005,,,143,149,,,,10.1109/PCCC.2005.1460539,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1460539,,Costs;Peer to peer computing;Network servers;File servers;Search methods;Statistical distributions;Telecommunication traffic;Computer networks;Distributed computing;Grid computing,peer-to-peer computing;grid computing;client-server systems;computer network reliability;Internet;query processing;telecommunication traffic;search problems,peer-to-peer file sharing network;P2P;content distribution network;grid computing;multiple server;optimal search method;client node searching;statistics maintenance;prototype Gnutella servent;Ditella;scalability;Internet;file search query traffic,,,,,,,,,,IEEE,IEEE Conferences
A bipartite-graph based approach for disaster susceptibility comparisons among cities,W. Zhou; C. Shen; T. Li; S. Chen; N. Xie; J. Wei,"School of Computing and Information Sciences, Florida International University, Miami, FL 33199, U.S.A.; School of Computing and Information Sciences, Florida International University, Miami, FL 33199, U.S.A.; School of Computing and Information Sciences, Florida International University, Miami, FL 33199, U.S.A.; School of Computing and Information Sciences, Florida International University, Miami, FL 33199, U.S.A.; School of Computing and Information Sciences, Florida International University, Miami, FL 33199, U.S.A.; School of Computing and Information Sciences, Florida International University, Miami, FL 33199, U.S.A.",Proceedings of the 2014 IEEE 15th International Conference on Information Reuse and Integration (IEEE IRI 2014),,2014,,,593,599,,,,10.1109/IRI.2014.7051943,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7051943,Disaster Susceptibility Comparison;Disaster-Impact Bipartite Graph;Comparative Summarization,Cities and towns;Bipartite graph;Hurricanes;Storms;Earthquakes;Safety;Encyclopedias,disasters;emergency management;graph theory;query processing;text analysis,bipartite-graph based approach;disaster susceptibility;large-cities;employment opportunities;facilities;cultural activities;natural disasters;physical destructions;decision making;query answering;textual documents;textual comparative summaries;online services;disaster event statistic information,,,,,,,,,,IEEE,IEEE Conferences
Improvement and Implementation on UMHexagonS Algorithm in H.264 Reference Software,Z. Wu; H. Wang,NA; NA,2010 International Symposium on Intelligence Information Processing and Trusted Computing,,2010,,,667,670,,,,10.1109/IPTC.2010.59,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5662872,UMHexagonS algorithm;Sum of Absolute Difference;Rate Distortion Optimization,Signal to noise ratio;Video sequences;Motion estimation;Prediction algorithms;Algorithm design and analysis;Software algorithms;Software,Internet;query formulation,UMHexagonS algorithm;H.264 reference software;search efficiency;search time;signal to noise ratio,,,,,,,,,,IEEE,IEEE Conferences
Performance comparison of three alternatives of distributed multidatabase systems: a global query perspective,Chung-Min Chen; Wei Sun; N. Rishe,"Sch. of Comput. Sci., Florida Int. Univ., Miami, FL, USA; NA; NA","1998 IEEE International Performance, Computing and Communications Conference. Proceedings (Cat. No.98CH36191)",,1998,,,53,59,,,,10.1109/PCCC.1998.659898,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=659898,,Middleware;Network servers;Query processing;Databases;Collaborative software;Software performance;Costs;Assembly;Distributed computing;Computer architecture,distributed databases;query processing;relational databases;client-server systems;pipeline processing;resource allocation;software performance evaluation,performance comparison;distributed multidatabase systems;global query perspective;multidatabase environment;corporate data;multiple distributed data sources;independent database management system;inter database access;global queries;multiple data source access;relational multidatabase approaches;federated approach;gateway approach;middleware approach;global query performance;architectural impact;pipelined query processing techniques;load balancing;cost effective solution,,,,,,,,,,IEEE,IEEE Conferences
A Bayesian network-based expert query system for a distributed database system,Mei-Ling Shyu; Shu-Ching Chen,"Dept. of Electr. & Comput. Eng., Miami Univ., Coral Gables, FL, USA; NA","Smc 2000 conference proceedings. 2000 ieee international conference on systems, man and cybernetics. 'cybernetics evolving to systems, humans, organizations, and their complex interactions' (cat. no.0",,2000,3,,2074,2079 vol.3,,,,10.1109/ICSMC.2000.886421,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=886421,,Bayesian methods;Personnel;Database systems;Distributed databases;Distributed computing;Data analysis;Information analysis;Safety;Query processing;Maintenance,distributed databases;belief networks;expert systems;query processing;deductive databases;data integrity,Bayesian network-based expert query system;distributed database system;data sources;local data access;global data management;reliable up-to-date information;information access;data analysis;data safety;data integrity;query processing;physically dispersed data;information propagation;dynamic data maintenance;timely information;database administrator personnel,,,,,,,,,,IEEE,IEEE Conferences
Knowledge-Assisted Sequential Pattern Analysis With Heuristic Parameter Tuning for Labor Contraction Prediction,Z. Huang; M. Shyu; J. M. Tien; M. M. Vigoda; D. J. Birnbach,"Western Union Digital, San Francisco, CA, USA; Department of Electrical and Computer Engineering, University of Miami, Coral Gables, FL, USA; Department of Electrical and Computer Engineering, University of Miami, Coral Gables, FL, USA; Department of Anesthesiology, University of Miami Miller School of Medicine, Miami, FL, USA; Department of Anesthesiology, University of Miami Miller School of Medicine, Miami, FL, USA",IEEE Journal of Biomedical and Health Informatics,,2014,18,2,492,499,,,,10.1109/JBHI.2013.2281974,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6600763,Association rule mining;labor contraction prediction;least-squares support vector machine (LS-SVM);parameter tuning;time series prediction,Training;Kernel;Mathematical model;Time series analysis;Tuning;Equations;Noise,biological organs;biomechanics;data mining;drugs;Gaussian processes;least squares approximations;medical computing;obstetrics;query formulation;regression analysis;support vector machines;time series,prediction errors;time series characteristics;adaptive parameter tuning method;training dataset;information extraction;time series prediction;RBF kernel;radial basis function kernel;least-squares support vector machine;Gaussian kernel parameter;regularization factor;searching strategies;regression model training;dynamic data selection;patient selection strategy;sequential association rule mining;labor contraction occurrence;intrauterine pressure change prediction;maximal drug efficacy;labor pain;optimal remifentanil dosing regimen;labor contraction prediction;heuristic parameter tuning method;knowledge-assisted sequential pattern analysis,"Adult;Female;Humans;Labor, Induced;Models, Statistical;Pattern Recognition, Automated;Pregnancy;Support Vector Machine;Uterine Contraction;Uterine Monitoring",,,,,,,,,IEEE,IEEE Journals & Magazines
MetricAttitude++: Enhancing Polymetric Views with Information Retrieval,R. Francese; M. Risi; G. Tortora,NA; NA; NA,2017 IEEE/ACM 25th International Conference on Program Comprehension (ICPC),,2017,,,368,371,,,,10.1109/ICPC.2017.15,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7961539,Program Comprehension;Reverse Engineering;Software Visualization;Information Retrieval,Software;Visualization;Java;Tools;Engines;Software metrics,object-oriented methods;program diagnostics;program visualisation;query processing;software maintenance,MetricAttitude++;polymetric views enhancement;information retrieval engine;visualization tool;static analysis;object-oriented software;free-form textual queries;customizable filters;software maintenance task;software evolution task;concept location;program comprehension,,,,,,,,,,IEEE,IEEE Conferences
A personalized mobile search engine based on user preference,P. Rathod; S. Desmukh,"Information Technology, Terna Engineering College, Mumbai University, Navi Mumbai, Maharashtra, India; Information Technology, Terna Engineering College, Mumbai University, Navi Mumbai, Maharashtra, India","2017 IEEE International Conference on Power, Control, Signals and Instrumentation Engineering (ICPCSI)",,2017,,,1136,1141,,,,10.1109/ICPCSI.2017.8391887,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8391887,Clickthrough data;concept;location search;mobile search engine;personalization;user profiling,Google;Search engines;Servers;Privacy;Conferences;Instruments;Web search,client-server systems;data privacy;Global Positioning System;location based services;mobile computing;query processing;search engines,personalized mobile search engine;user preference;clickthrough data;personalized query suggestions;personalized ranking function;concept extraction;PMSE server;user profile;users rating;rank adaptation;users location;client collects;client stores;privacy issue;re-ranking,,,,,,,,,,IEEE,IEEE Conferences
OTPM: Failure handling in data-intensive analytical processing,B. Han; E. Omiecinski; L. Mark; L. Liu,"School of Computer Science, Georgia Institute of Technology, Atlanta, 30332, USA; School of Computer Science, Georgia Institute of Technology, Atlanta, 30332, USA; School of Computer Science, Georgia Institute of Technology, Atlanta, 30332, USA; School of Computer Science, Georgia Institute of Technology, Atlanta, 30332, USA","7th International Conference on Collaborative Computing: Networking, Applications and Worksharing (CollaborateCom)",,2011,,,35,44,,,,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6144787,Failure handling;fault tolerance;analytical processing;parallel query processing,Silicon;Bismuth;Analytical models,data warehouses;decision support systems;failure analysis;fault tolerant computing;parallel databases;query processing,failure handling;parallel processing;query processing;decision support systems;operator tracking;parallel database;OTPM;fault tolerance approach;data intensive analytical workloads;partial materialization;query recovery,,,,,,,,,,IEEE,IEEE Conferences
Multiple Range Query Optimization with Distributed Cache Indexing,B. Nam; H. Andrade; A. Sussman,"University of Maryland; IBM T. J. Watson Research Center, NY; University of Maryland",SC '06: Proceedings of the 2006 ACM/IEEE Conference on Supercomputing,,2006,,,35,35,,,,10.1109/SC.2006.44,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4090209,,Query processing;Indexing;Middleware;Data analysis;Data visualization;Concurrent computing;Grid computing;Aggregates;Permission;Multidimensional systems,cache storage;data analysis;data visualisation;database indexing;grid computing;middleware;query processing;scheduling,multiple range query optimization;distributed cache indexing;query processing;middleware;grid computing;data analysis;data visualization;query planning;scheduling,,,,,,,,,,IEEE,IEEE Conferences
High dimensional similarity joins: algorithms and performance evaluation,N. Koudas; K. C. Sevcik,"Dept. of Comput. Sci., Toronto Univ., Ont., Canada; NA",Proceedings 14th International Conference on Data Engineering,,1998,,,466,475,,,,10.1109/ICDE.1998.655809,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=655809,,Multidimensional systems;Indexing;Query processing;Computer science;Data mining;Feature extraction;Multimedia databases;Image databases;Spatial databases;Visual databases,multimedia computing,high dimensional similarity joins;performance evaluation;data repositories;data types;time series;query processing;data elements;multidimensional feature space;data sets;algorithmic paradigms;Size Separation Spatial Join algorithm;Multidimensional Spatial Join;multidimensional join problem;synthetic multidimensional data sets;space filling curves,,,,,,,,,,IEEE,IEEE Conferences
